,Total Long Distance Charges,Total Revenue,Contract_Two Year,Payment Method_Credit Card,Internet Service,Contract_Month-to-Month,Internet Type_None,Total Charges,Internet Type_Fiber Optic,Contract_One Year,Tenure in Months,Monthly Charge,Number of Dependents,Offer_Offer E,Number of Referrals,Churn Label,Latitude,Longitude
2055,3152.64,9915.15,1,0,1,0,0,6794.75,1,0,64,105.4,0,0,8,0,33.829583,-116.474131
2056,1019.52,3880.97,0,0,1,0,0,2861.45,1,1,32,93.95,1,0,9,0,34.097863,-116.594561
2057,1008.44,3882.89,0,1,1,1,0,2874.45,1,0,34,85.2,0,0,4,0,34.097863,-116.594561
2058,1438.93,4854.18,0,0,1,1,0,3415.25,1,0,37,92.95,1,0,1,0,34.097863,-116.594561
2059,888.8,5153.05,0,0,1,0,0,4264.25,0,1,55,75.75,3,0,7,0,34.097863,-116.594561
2060,732.2,2447.3500000000004,1,1,0,0,1,1715.15,0,0,70,25.35,1,0,6,0,34.097863,-116.594561
2061,604.8,4149.85,0,0,1,0,0,3545.05,1,1,48,70.65,0,0,10,0,33.3249,-114.758334
2062,2256.0,3770.85,1,1,0,0,1,1514.85,0,0,64,24.8,1,0,1,0,33.3249,-114.758334
2063,694.8299999999999,6191.88,0,0,1,1,0,5497.05,1,0,57,99.65,0,0,0,0,33.3249,-114.758334
2064,779.36,2221.56,0,0,1,1,0,1442.2,1,0,16,90.8,2,0,8,0,33.3249,-114.758334
2065,2442.96,9961.84,0,0,1,0,0,7544.3,1,1,72,104.95,0,0,0,0,33.3249,-114.758334
2066,1624.15,4462.700000000001,0,0,1,0,0,2838.55,0,1,55,51.65,0,0,5,0,33.03679,-115.60503
2067,40.4,111.75,0,0,1,1,0,71.35,0,0,1,71.35,0,0,0,1,33.03679,-115.60503
2068,2088.16,3289.81,1,1,0,0,1,1201.65,0,0,62,20.05,0,0,0,0,33.03679,-115.60503
2069,1331.52,3936.58,0,1,1,1,0,2625.25,1,0,38,69.5,0,0,0,0,33.03679,-115.60503
2070,1515.8,6892.2,0,0,1,0,0,5376.4,1,1,52,105.1,0,0,4,0,33.972293,-116.654195
2071,2287.4100000000003,8208.76,0,1,1,1,0,5921.35,1,0,57,104.5,0,0,1,1,33.972293,-116.654195
2072,2512.5,9398.75,0,1,1,1,0,6886.25,1,0,67,102.95,0,0,0,1,33.972293,-116.654195
2073,336.64,1194.44,0,1,1,0,0,857.8,0,1,16,55.85,0,0,1,0,33.972293,-116.654195
2074,0.0,2884.9,0,1,1,0,0,2884.9,0,1,56,52.0,2,0,8,0,33.972293,-116.654195
2075,1217.16,6287.5599999999995,0,1,1,0,0,5070.4,1,1,49,101.55,0,0,0,0,34.059722,-117.39104
2076,84.35000000000001,753.35,0,0,1,1,0,669.0,1,0,7,94.25,0,1,0,1,34.059722,-117.39104
2077,344.7,568.6,0,1,0,1,1,223.9,0,0,10,24.8,3,0,0,0,34.059722,-117.39104
2078,1099.56,2644.96,0,0,1,0,0,1545.4,0,1,22,69.75,0,0,0,0,34.136367,-117.460803
2079,268.62,1103.3200000000002,1,0,1,0,0,834.7,1,0,11,70.2,0,0,7,0,34.136367,-117.460803
2080,169.76,488.65999999999997,0,0,1,1,0,318.9,1,0,4,76.05,0,0,0,1,34.136367,-117.460803
2081,74.33999999999999,4178.54,1,1,1,0,0,4014.2,0,0,63,63.55,2,0,6,0,34.136367,-117.460803
2082,1538.64,10063.539999999999,1,0,1,0,0,8404.9,1,0,72,116.05,0,0,5,0,34.103578,-117.04054
2083,25.39,79.74000000000001,0,0,1,1,0,54.35,0,0,1,54.35,0,1,0,1,34.103578,-117.04054
2084,1289.75,5556.15,0,1,1,1,0,4266.4,1,0,55,77.75,0,0,3,0,34.103578,-117.04054
2085,1517.6,9761.9,1,1,1,0,0,8244.3,1,0,70,114.3,0,0,10,0,34.103578,-117.04054
2086,1292.16,7830.61,1,0,1,0,0,6538.45,1,0,64,102.1,0,0,2,0,35.478736,-115.516984
2087,736.12,2526.77,0,0,1,1,0,1790.65,1,0,22,80.15,3,0,5,0,35.478736,-115.516984
2088,2557.02,3672.62,1,0,0,0,1,1115.6,0,0,57,19.9,0,0,6,0,35.478736,-115.516984
2089,2482.68,6858.48,1,1,1,0,0,4375.8,0,0,68,62.65,1,0,4,0,35.478736,-115.516984
2090,410.54999999999995,741.15,0,0,0,0,1,330.6,0,1,17,20.65,0,0,0,0,34.459322,-117.629729
2091,366.08,4445.63,0,0,1,0,0,4079.55,0,1,52,80.85,1,0,1,0,34.459322,-117.629729
2092,591.0,1445.45,0,1,1,0,0,854.45,0,1,12,75.85,0,0,0,0,34.459322,-117.629729
2093,509.49,4410.74,1,0,1,0,0,3901.25,0,0,51,75.2,0,0,10,0,34.459322,-117.629729
2094,496.65,3243.85,0,0,1,0,0,2747.2,0,1,35,76.05,1,0,6,0,35.924252,-116.188668
2095,83.28,244.08,0,0,1,1,0,160.8,0,0,2,76.4,0,1,0,1,35.924252,-116.188668
2096,1170.55,4194.1,0,1,1,1,0,3023.55,0,0,41,74.55,2,0,4,0,35.924252,-116.188668
2097,2563.55,5683.450000000001,1,1,1,0,0,3119.9,0,0,55,55.25,1,0,5,0,35.924252,-116.188668
2098,463.6,2135.2,0,0,1,0,0,1671.6,1,1,20,81.45,0,0,0,0,35.013299,-116.834092
2099,172.62,914.32,0,0,1,1,0,741.7,1,0,9,79.9,0,1,0,1,35.013299,-116.834092
2100,27.59,47.739999999999995,0,0,0,1,1,20.15,0,0,1,20.15,0,0,0,0,35.013299,-116.834092
2101,682.0200000000001,2611.02,0,0,1,1,0,1929.0,1,0,27,75.75,3,0,7,0,35.013299,-116.834092
2102,2088.6400000000003,5991.24,0,0,1,0,0,3902.6,0,1,61,64.05,0,0,9,0,33.9108,-117.398153
2103,201.63,1020.08,0,0,1,1,0,818.45,1,0,11,72.9,0,0,0,0,33.9108,-117.398153
2104,1460.71,5042.3099999999995,0,0,1,0,0,3581.6,0,1,43,80.2,0,0,7,0,33.9108,-117.398153
2105,888.42,7783.92,1,0,1,0,0,6895.5,1,0,67,103.15,3,0,4,0,33.9108,-117.398153
2106,650.8,2469.1,0,1,1,0,0,1818.3,1,1,20,94.3,0,0,1,0,33.923149,-117.244933
2107,939.96,3624.31,0,1,1,1,0,2684.35,1,0,28,96.6,0,0,10,0,33.923149,-117.244933
2108,3431.5199999999995,9733.22,1,1,1,0,0,6301.7,0,0,72,88.7,0,0,4,0,33.923149,-117.244933
2109,78.60000000000001,298.1,0,0,0,0,1,219.5,0,1,10,19.95,1,0,0,0,33.923149,-117.244933
2110,1091.85,2533.85,0,0,1,0,0,1442.0,0,1,29,51.6,0,0,1,0,33.653338,-117.178271
2111,177.44,485.54,0,0,1,1,0,308.1,1,0,4,86.05,0,0,0,0,33.653338,-117.178271
2112,513.24,1544.94,1,1,0,0,1,1031.7,0,0,52,19.35,2,0,3,0,33.653338,-117.178271
2113,2724.4800000000005,8711.03,1,0,1,0,0,5986.55,0,0,72,84.2,3,0,10,0,33.653338,-117.178271
2114,2216.16,10725.31,1,1,1,0,0,8399.15,1,0,72,115.75,1,0,1,0,33.540604,-117.10909
2115,112.88,533.0799999999999,0,0,1,1,0,420.2,1,0,4,100.2,0,0,1,1,33.540604,-117.10909
2116,1099.56,3504.61,0,0,1,0,0,2405.05,0,1,33,73.9,0,0,3,1,33.540604,-117.10909
2117,1826.38,2936.4300000000003,1,1,0,0,1,1110.05,0,0,53,19.9,0,0,8,0,33.540604,-117.10909
2118,970.4799999999999,6676.78,1,0,1,0,0,5706.3,1,0,56,99.9,0,0,0,0,33.657433,-117.04254
2119,2324.5,6488.9,0,1,1,0,0,4164.4,0,1,50,84.15,0,0,9,0,33.657433,-117.04254
2120,222.24,1049.29,0,0,1,1,0,827.05,0,0,12,74.75,0,0,0,0,33.657433,-117.04254
2121,45.77,96.52000000000001,0,1,1,1,0,50.75,0,0,1,50.75,0,1,0,0,33.657433,-117.04254
2122,2183.48,9613.28,0,1,1,0,0,7379.8,1,1,68,107.15,1,0,0,0,33.698728,-117.67768
2123,414.48,1752.63,0,0,1,1,0,1338.15,0,0,24,54.75,2,0,1,1,33.698728,-117.67768
2124,173.8,617.7,0,0,1,0,0,443.9,1,1,4,105.65,0,0,0,1,33.698728,-117.67768
2125,0.0,321.05,0,0,1,1,0,321.05,0,0,11,25.2,1,0,0,0,33.698728,-117.67768
2126,1278.76,4483.16,0,0,1,0,0,3204.4,1,1,28,110.85,0,0,6,0,33.712036,-117.950113
2127,0.0,813.45,1,1,1,0,0,813.45,0,0,23,34.6,0,0,10,0,33.712036,-117.950113
2128,1872.98,10237.91,1,0,1,0,0,8297.5,1,0,71,116.05,1,0,5,0,33.712036,-117.950113
2129,1298.8799999999999,7355.78,0,0,1,0,0,6056.9,1,1,66,92.15,0,0,0,0,33.712036,-117.950113
2130,715.4000000000001,4080.8,0,0,1,0,0,3365.4,1,1,35,94.55,0,0,3,0,33.807864,-117.923782
2131,1756.3500000000001,2685.55,1,1,0,0,1,929.2,0,0,45,20.35,2,0,3,0,33.807864,-117.923782
2132,175.08,351.28,0,1,1,1,0,176.2,0,0,4,44.8,0,1,0,0,33.807864,-117.923782
2133,281.19,2028.39,0,0,1,1,0,1747.2,1,0,21,80.35,2,0,0,0,33.807864,-117.923782
2134,0.0,362.6,0,0,1,0,0,362.6,0,1,10,34.55,3,0,1,0,34.223244,-119.18012
2135,1149.6,5179.549999999999,0,0,1,0,0,4029.95,1,1,48,82.05,0,0,1,1,34.223244,-119.18012
2136,1.59,55.14,0,1,1,1,0,53.55,0,0,1,53.55,0,0,0,1,34.223244,-119.18012
2137,42.55,92.4,0,0,1,1,0,49.85,0,0,1,49.85,3,1,0,0,34.223244,-119.18012
2138,2338.2799999999997,6625.48,0,0,1,0,0,4287.2,1,1,49,89.85,0,0,0,0,35.451402,-119.488413
2139,0.0,25.15,0,0,1,1,0,25.15,0,0,1,25.15,0,1,0,1,35.451402,-119.488413
2140,157.23,1047.83,0,1,1,1,0,890.6,1,0,9,94.85,0,0,1,1,35.451402,-119.488413
2141,124.14999999999999,424.54999999999995,0,1,1,1,0,300.4,0,0,5,55.8,0,0,0,0,35.451402,-119.488413
2142,2874.95,10121.099999999999,1,0,1,0,0,7246.15,1,0,65,110.35,0,0,0,0,35.957019,-119.330928
2143,1202.24,3269.24,1,1,1,0,0,2067.0,1,0,26,85.7,0,0,4,0,35.957019,-119.330928
2144,2544.2999999999997,4216.65,1,1,0,0,1,1672.35,0,0,66,25.3,3,0,5,0,35.957019,-119.330928
2145,0.0,78.25,0,1,1,1,0,78.25,0,0,3,25.0,0,1,1,0,35.957019,-119.330928
2146,1141.6,5330.0,0,1,1,0,0,4188.4,1,1,40,103.75,0,0,0,0,36.141319,-119.129075
2147,171.6,1009.5500000000001,0,0,1,1,0,837.95,1,0,11,76.5,0,0,0,1,36.141319,-119.129075
2148,206.45,480.8,0,1,1,1,0,274.35,0,0,5,55.8,0,0,0,0,36.141319,-119.129075
2149,194.04000000000002,303.34000000000003,0,1,0,1,1,109.3,0,0,6,20.65,0,1,0,0,36.141319,-119.129075
2150,756.58,1173.58,0,1,0,0,1,417.0,0,1,22,20.05,0,0,0,0,36.464635,-119.094348
2151,1935.46,8784.86,1,1,1,0,0,6849.4,1,0,71,95.75,2,0,9,0,36.464635,-119.094348
2152,795.06,3096.21,0,1,1,1,0,2301.15,0,0,42,54.5,1,0,7,0,36.464635,-119.094348
2153,538.2,3022.05,0,0,1,0,0,2343.85,0,1,39,59.8,2,0,5,0,36.464635,-119.094348
2154,1987.6299999999999,6085.68,0,0,1,0,0,4018.05,1,1,47,84.95,1,0,1,0,35.383937,-119.020428
2155,1013.6,8525.5,1,1,1,0,0,7511.9,1,0,70,105.35,0,0,2,0,35.383937,-119.020428
2156,242.45000000000002,667.2,0,0,1,1,0,424.75,1,0,5,84.0,0,0,0,0,35.383937,-119.020428
2157,669.6,6397.05,1,0,1,0,0,5727.45,0,0,72,80.85,2,0,6,0,35.383937,-119.020428
2158,928.53,3892.5299999999997,0,0,1,0,0,2964.0,1,1,27,104.65,0,0,0,0,35.140938,-119.051348
2159,630.63,3078.08,0,0,1,1,0,2447.45,0,0,33,72.75,0,0,1,0,35.140938,-119.051348
2160,43.239999999999995,494.79,1,1,0,0,1,451.55,0,0,23,19.65,3,0,9,0,35.140938,-119.051348
2161,59.2,3373.35,0,0,1,1,0,3314.15,1,0,37,95.25,2,0,0,0,35.140938,-119.051348
2162,2333.08,7922.38,0,1,1,0,0,5589.3,1,1,68,80.35,0,0,7,0,35.480896,-120.469476
2163,43.84,69.54,0,0,0,1,1,25.7,0,0,1,25.7,0,1,0,0,35.480896,-120.469476
2164,1627.0800000000002,2476.98,0,0,0,0,1,849.9,0,1,42,19.8,0,0,0,0,35.480896,-120.469476
2165,86.91,314.31,0,1,1,1,0,207.4,1,0,3,69.6,0,0,0,0,35.480896,-120.469476
2166,14.94,219.49,0,1,0,0,1,204.55,0,1,9,21.25,0,0,1,0,34.70434,-120.02609
2167,419.22,2525.5200000000004,0,0,1,0,0,2106.3,0,1,34,64.2,0,0,2,0,34.70434,-120.02609
2168,1186.75,3840.8,0,0,1,1,0,2654.05,0,0,47,55.3,2,0,0,0,34.70434,-120.02609
2169,0.0,2560.1,1,0,1,0,0,2560.1,0,0,56,45.05,0,0,0,0,34.70434,-120.02609
2170,567.42,3911.52,0,0,1,0,0,3344.1,1,1,42,79.35,0,0,0,0,34.630356,-120.032564
2171,226.96,387.01,0,0,0,0,1,160.05,0,1,8,19.8,0,1,1,0,34.630356,-120.032564
2172,85.8,348.1,0,0,1,1,0,262.3,0,0,5,51.35,0,1,0,0,34.630356,-120.032564
2173,1586.97,3345.87,0,1,1,0,0,1758.9,0,1,33,51.45,0,0,7,0,34.630356,-120.032564
2174,3492.72,10190.07,1,0,1,0,0,6697.35,0,0,72,89.85,0,0,0,0,35.634488,-120.293534
2175,0.0,3886.85,1,1,1,0,0,3886.85,0,0,59,64.05,0,0,3,0,35.634488,-120.293534
2176,385.6,822.2,0,0,1,1,0,436.6,0,0,8,59.25,0,1,0,0,35.634488,-120.293534
2177,448.56000000000006,6316.160000000001,1,0,1,0,0,5737.6,1,0,72,80.45,0,0,4,0,35.634488,-120.293534
2178,1141.2,9023.45,1,1,1,0,0,7882.25,1,0,72,110.8,0,0,8,0,37.653947,-118.231443
2179,987.1600000000001,5741.01,0,0,1,0,0,4753.85,1,1,46,100.25,0,0,5,0,37.653947,-118.231443
2180,14.26,102.61,0,0,1,1,0,88.35,1,0,1,88.35,0,0,0,1,37.653947,-118.231443
2181,596.5500000000001,1752.15,0,0,1,1,0,1155.6,0,0,15,76.5,1,0,5,0,37.653947,-118.231443
2182,124.32,331.73,0,1,1,0,0,202.9,1,1,3,75.05,0,1,0,0,37.04584,-118.397236
2183,1872.72,3682.0699999999997,1,0,0,0,1,1809.35,0,0,72,25.4,0,0,0,0,37.04584,-118.397236
2184,0.0,617.15,0,0,1,1,0,617.15,0,0,12,49.85,0,0,10,0,37.04584,-118.397236
2185,2058.48,8928.18,1,1,1,0,0,6869.7,1,0,72,97.7,0,0,7,0,37.04584,-118.397236
2186,150.7,244.85,0,0,0,0,1,94.15,0,1,5,20.05,0,1,0,0,37.140104,-119.657092
2187,939.0,2144.05,1,1,0,0,1,1205.05,0,0,60,20.55,3,0,4,0,37.140104,-119.657092
2188,742.8,3714.5,0,1,1,1,0,2971.7,1,0,40,74.8,0,0,0,0,37.140104,-119.657092
2189,1123.32,3602.5699999999997,0,1,1,0,0,2479.25,0,1,37,68.1,0,0,1,0,37.140104,-119.657092
2190,1180.8,6955.35,0,0,1,0,0,5774.55,1,1,60,93.25,3,0,4,0,36.749403,-119.787574
2191,1107.1200000000001,3195.5699999999997,1,0,1,0,0,2088.45,1,0,24,80.5,0,0,0,0,36.749403,-119.787574
2192,569.04,2009.79,0,0,1,1,0,1440.75,0,0,24,60.45,0,0,0,0,36.749403,-119.787574
2193,1118.25,7562.3,0,0,1,1,0,6444.05,1,0,63,102.4,0,0,1,0,36.749403,-119.787574
2194,776.88,1271.59,0,1,0,0,1,504.2,0,1,26,19.3,0,0,0,0,37.349546,-122.134356
2195,0.0,3281.65,1,1,1,0,0,3281.65,0,0,67,50.9,2,0,2,0,37.349546,-122.134356
2196,45.86,66.56,0,0,0,1,1,20.7,0,0,1,20.7,0,0,0,0,37.349546,-122.134356
2197,0.0,96.8,0,0,1,1,0,96.8,0,0,2,51.4,0,0,0,0,37.349546,-122.134356
2198,184.03,774.51,0,0,1,0,0,609.65,1,1,7,84.35,0,1,0,0,37.601248,-122.403099
2199,295.68,1517.73,0,1,1,1,0,1222.05,1,0,11,96.2,0,0,5,1,37.601248,-122.403099
2200,0.0,1325.85,1,0,1,0,0,1325.85,0,0,34,40.55,1,0,10,0,37.601248,-122.403099
2201,499.2,1544.55,0,0,1,1,0,995.35,0,0,13,78.75,0,0,0,0,37.601248,-122.403099
2202,965.52,3823.12,0,0,1,0,0,2857.6,1,1,27,110.5,0,0,0,0,37.540582,-122.509594
2203,145.6,2960.85,0,0,1,0,0,2815.25,1,1,35,81.6,0,0,2,0,37.540582,-122.509594
2204,191.75,1846.6,1,1,0,0,1,1654.85,0,0,65,26.0,1,0,7,0,37.540582,-122.509594
2205,1283.3100000000002,8155.01,0,0,1,1,0,6871.7,1,0,63,108.75,0,0,10,0,37.540582,-122.509594
2206,35.84,2635.84,0,1,1,0,0,2619.25,1,1,32,81.1,0,0,0,0,37.573633,-122.455167
2207,301.08,1177.83,0,0,1,0,0,876.75,0,1,12,78.85,0,0,3,0,37.573633,-122.455167
2208,298.9,2063.65,1,1,0,0,1,1764.75,0,0,70,24.05,2,0,4,0,37.573633,-122.455167
2209,3306.96,10824.66,1,1,1,0,0,7517.7,1,0,72,103.95,2,0,1,0,37.573633,-122.455167
2210,405.26000000000005,2128.81,0,0,1,0,0,1643.55,1,1,23,75.4,0,0,0,0,37.786031,-122.437301
2211,49.24,118.89000000000001,0,0,1,1,0,69.65,1,0,1,69.65,0,1,0,1,37.786031,-122.437301
2212,697.05,975.9,1,1,0,0,1,278.85,0,0,15,19.35,3,0,2,0,37.786031,-122.437301
2213,1992.6499999999999,3019.0,0,1,0,0,1,1026.35,0,1,55,19.5,3,0,5,0,37.786031,-122.437301
2214,515.46,2306.48,0,0,1,0,0,1820.9,1,1,22,81.7,0,0,0,0,37.736535,-122.45732
2215,30.62,99.12,0,0,1,1,0,68.5,1,0,1,68.5,0,1,1,1,37.736535,-122.45732
2216,0.0,79.45,0,0,1,1,0,79.45,0,0,3,29.6,0,1,0,1,37.736535,-122.45732
2217,2299.67,8234.77,0,0,1,1,0,5935.1,1,0,53,108.25,2,0,1,0,37.736535,-122.45732
2218,57.36,325.48,0,0,1,0,0,308.05,1,1,4,83.25,0,0,10,0,37.416159,-122.131337
2219,0.0,470.6,0,0,1,0,0,470.6,0,1,11,41.6,0,0,0,1,37.416159,-122.131337
2220,467.1,1020.0,0,1,0,0,1,552.9,0,1,27,20.05,3,0,0,0,37.416159,-122.131337
2221,0.0,2031.5,0,1,1,0,0,1971.5,0,1,56,36.1,1,0,1,0,37.416159,-122.131337
2222,183.36,3052.9300000000003,0,1,1,0,0,2896.55,1,1,32,91.35,1,0,9,0,38.050558,-121.646924
2223,1657.44,6922.639999999999,1,1,1,0,0,5265.2,0,0,72,73.0,0,0,0,0,38.050558,-121.646924
2224,0.0,1208.15,1,1,1,0,0,1208.15,0,0,24,52.5,3,0,1,0,38.050558,-121.646924
2225,937.04,5624.84,1,1,1,0,0,4627.8,1,0,52,91.6,0,0,3,0,38.050558,-121.646924
2226,0.0,208.61999999999998,0,0,1,0,0,220.45,0,1,7,29.8,0,1,10,0,37.924838,-122.289145
2227,1893.8200000000002,6720.890000000001,1,0,1,0,0,4863.85,1,0,46,104.45,0,0,0,0,37.924838,-122.289145
2228,136.78,1273.83,0,1,1,1,0,1137.05,0,0,14,80.45,3,0,8,0,37.924838,-122.289145
2229,2537.28,10729.880000000001,1,1,1,0,0,8192.6,1,0,72,112.75,0,0,0,0,37.924838,-122.289145
2230,179.2,714.5699999999999,0,0,1,0,0,551.95,0,1,8,60.9,0,1,9,0,38.265899,-121.939461
2231,2072.98,8414.43,0,1,1,0,0,6341.45,1,1,67,94.35,0,0,1,1,38.265899,-121.939461
2232,500.96,7140.21,0,0,1,0,0,6529.25,1,1,62,102.0,0,0,0,1,38.265899,-121.939461
2233,1106.25,2254.1,1,1,0,0,1,1147.85,0,0,59,19.5,2,0,10,0,38.265899,-121.939461
2234,2088.7999999999997,6125.84,1,0,1,0,0,4054.2,0,0,56,73.25,0,0,0,0,37.572273,-121.964583
2235,3183.12,9880.32,1,0,1,0,0,6697.2,0,0,72,91.35,0,0,0,0,37.572273,-121.964583
2236,212.4,6850.299999999999,1,0,1,0,0,6637.9,0,0,72,91.15,0,0,4,0,37.572273,-121.964583
2237,3332.58,7734.13,1,0,1,0,0,4361.55,0,0,67,65.55,0,0,0,0,37.572273,-121.964583
2238,1594.77,6592.17,0,1,1,0,0,5016.25,1,1,53,95.85,0,0,1,0,38.093701,-122.276589
2239,518.23,2430.38,0,0,1,1,0,1912.15,0,0,29,66.1,0,0,0,0,38.093701,-122.276589
2240,0.0,1073.3,0,0,1,1,0,1073.3,0,0,22,50.6,0,0,0,0,38.093701,-122.276589
2241,0.0,35.9,0,1,1,1,0,35.9,0,0,1,35.9,0,1,0,0,38.093701,-122.276589
2242,1054.09,1501.6499999999999,0,0,0,0,1,485.2,0,1,23,20.75,0,0,2,0,38.421458,-122.365048
2243,0.0,3177.25,1,0,1,0,0,3177.25,0,0,66,47.4,0,0,0,0,38.421458,-122.365048
2244,349.14,2132.89,0,1,1,1,0,1783.75,1,0,23,79.1,0,0,0,0,38.421458,-122.365048
2245,1708.2,3896.7,0,1,1,0,0,2188.5,0,1,36,63.7,2,0,8,0,38.421458,-122.365048
2246,71.10000000000001,422.40000000000003,0,0,1,0,0,392.5,1,1,5,84.7,0,1,0,0,37.787186,-122.14633
2247,167.92,259.37,1,1,0,0,1,91.45,0,0,4,20.05,0,0,0,0,37.787186,-122.14633
2248,16.06,105.16,0,0,1,1,0,89.1,1,0,1,89.1,0,0,0,1,37.787186,-122.14633
2249,1990.42,5938.02,0,1,1,1,0,3847.6,1,0,46,84.25,0,0,0,0,37.787186,-122.14633
2250,1838.25,5687.51,0,0,1,0,0,3861.45,1,1,45,86.1,0,0,5,0,37.750553,-122.197175
2251,1344.8400000000001,2173.69,1,0,0,0,1,828.85,0,0,42,20.7,1,0,10,0,37.750553,-122.197175
2252,216.92999999999998,714.23,0,1,1,1,0,497.3,1,0,7,69.9,0,0,0,0,37.750553,-122.197175
2253,1228.01,2206.01,1,0,0,0,1,978.0,0,0,53,19.65,0,0,0,0,37.750553,-122.197175
2254,1477.2,8145.55,1,0,1,0,0,6668.35,1,0,60,110.0,0,0,2,0,37.863843,-122.275684
2255,50.32,317.21999999999997,0,1,1,1,0,266.9,1,0,4,70.05,0,0,0,1,37.863843,-122.275684
2256,438.43,2045.63,0,0,1,1,0,1607.2,0,0,17,94.4,0,0,1,1,37.863843,-122.275684
2257,1019.92,1765.9699999999998,1,1,0,0,1,746.05,0,0,38,20.2,1,0,9,0,37.863843,-122.275684
2258,1096.56,9143.41,1,0,1,0,0,8046.85,1,0,72,112.4,0,0,5,0,38.325599,-122.642352
2259,42.17,62.620000000000005,0,1,0,1,1,20.45,0,0,1,20.45,0,1,0,0,38.325599,-122.642352
2260,634.41,5668.46,1,1,1,0,0,5034.05,0,0,63,79.8,0,0,5,0,38.325599,-122.642352
2261,134.3,425.75,0,0,1,1,0,291.45,0,0,5,56.15,0,0,0,0,38.325599,-122.642352
2262,361.67,4952.02,1,1,1,0,0,4590.35,1,0,59,79.2,0,0,0,0,37.106902,-122.100006
2263,124.52,304.37,1,0,1,0,0,179.85,0,0,4,48.75,0,0,0,0,37.106902,-122.100006
2264,1103.48,6401.58,0,0,1,0,0,5168.1,1,1,49,106.65,0,0,0,0,37.106902,-122.100006
2265,277.13,406.28,0,1,0,0,1,129.15,0,1,7,20.25,0,0,0,0,37.106902,-122.100006
2266,193.20000000000002,4758.099999999999,0,0,1,0,0,4564.9,1,1,46,98.85,0,0,6,0,36.784481,-121.759054
2267,1644.93,8676.38,0,0,1,1,0,7031.45,1,0,63,109.4,0,0,0,0,36.784481,-121.759054
2268,36.69,91.99,0,1,1,1,0,55.3,0,0,1,55.3,0,0,8,0,36.784481,-121.759054
2269,473.13,895.8299999999999,0,1,0,0,1,422.7,0,1,21,20.35,0,0,0,0,36.784481,-121.759054
2270,2654.69,9088.14,1,1,1,0,0,6293.45,0,0,71,89.85,0,0,0,0,37.333851,-121.891147
2271,61.92,524.3100000000001,0,0,1,1,0,480.6,0,0,12,44.55,1,0,0,1,37.333851,-121.891147
2272,1441.2,3441.4,0,0,1,1,0,2000.2,0,0,30,67.6,1,0,4,0,37.333851,-121.891147
2273,129.2,1451.75,0,0,1,1,0,1322.55,0,0,17,75.4,0,0,5,0,37.333851,-121.891147
2274,2071.7599999999998,5937.36,0,1,1,0,0,3865.6,1,1,47,86.05,0,0,0,0,37.424655,-121.74841
2275,0.0,265.8,1,0,1,0,0,265.8,0,0,7,44.4,0,0,0,0,37.424655,-121.74841
2276,67.67999999999999,218.98000000000002,0,0,1,1,0,151.3,0,0,3,50.65,0,1,0,1,37.424655,-121.74841
2277,94.0,396.35,0,0,1,1,0,302.35,1,0,4,75.65,0,0,0,0,37.424655,-121.74841
2278,640.64,869.29,0,1,0,0,1,228.65,0,1,14,19.65,0,0,8,0,37.954089,-121.329761
2279,1406.19,5723.540000000001,1,0,1,0,0,4317.35,0,0,57,74.35,0,0,0,0,37.954089,-121.329761
2280,40.87,85.62,0,1,1,1,0,44.75,0,0,1,44.75,0,0,0,0,37.954089,-121.329761
2281,73.12,140.67000000000002,0,1,0,1,1,67.55,0,0,4,19.65,0,1,0,0,37.954089,-121.329761
2282,707.42,6643.97,0,1,1,0,0,5936.55,1,1,62,97.95,0,0,5,0,37.956963,-120.863055
2283,0.0,1315.0,1,0,1,0,0,1315.0,0,0,37,36.65,0,0,0,0,37.956963,-120.863055
2284,59.449999999999996,2687.0499999999997,0,0,1,1,0,2607.6,1,0,29,94.2,0,0,0,0,37.956963,-120.863055
2285,68.46,1639.16,0,1,1,1,0,1570.7,1,0,21,75.3,0,0,0,0,37.956963,-120.863055
2286,963.24,3289.29,0,0,1,0,0,2326.05,1,1,23,95.1,0,0,1,0,38.184914,-120.364085
2287,1324.6200000000001,8214.62,0,0,1,0,0,6890.0,1,1,66,104.05,0,0,1,1,38.184914,-120.364085
2288,220.56,1079.16,0,0,1,1,0,858.6,1,0,12,81.7,0,0,0,1,38.184914,-120.364085
2289,1026.72,4668.12,0,0,1,0,0,3581.4,0,1,48,73.85,0,0,0,0,38.184914,-120.364085
2290,2664.63,8495.83,1,0,1,0,0,5831.2,0,0,71,82.7,0,0,1,0,38.128087,-121.4078
2291,687.6,1087.2,0,1,0,1,1,399.6,0,0,15,25.4,0,0,0,1,38.128087,-121.4078
2292,3182.4,11347.5,1,0,1,0,0,8165.1,1,0,72,109.55,0,0,9,0,38.128087,-121.4078
2293,65.28,422.88,0,0,1,1,0,357.6,0,0,6,59.45,0,0,0,0,38.128087,-121.4078
2294,1574.72,4792.37,0,0,1,0,0,3217.65,1,1,32,100.4,2,0,1,0,38.192608,-120.957842
2295,15.73,36.629999999999995,0,0,0,1,1,20.9,0,0,1,20.9,0,1,0,1,38.192608,-120.957842
2296,1094.9399999999998,2332.59,1,1,0,0,1,1237.65,0,0,63,19.25,0,0,9,0,38.192608,-120.957842
